N,P,K,temperature,humidity,ph,Annual Rainfall,Recommended Crop
22,18,33,30.41235793,52.48100602,6.621623545,1127.085105,Mango
31,20,30,32.17752026,54.01352682,6.207495815,1102.651928,Mango
18,26,31,32.6112614,47.74916499,5.418475257,1093.222891,Mango
24,130,195,29.99677232,81.54156612,6.112305667,805.504139,Grapes
13,144,204,30.7280404,82.42614055,6.092241627,820.5762563,Grapes
22,123,205,32.44577836,83.88504863,5.896343436,824.8719034,Grapes
36,125,196,37.46566825,80.65968681,6.15526103,802.0646752,Grapes
24,131,196,22.03296178,83.74372787,5.732453638,784.1328953,Grapes
2,123,198,39.64851881,82.21079946,6.253034534,844.7887265,Grapes
35,140,197,16.77557314,82.75241875,6.106190557,801.1542563,Grapes
11,122,195,12.14190714,83.56812483,5.647202395,835.5746432,Grapes
6,123,203,12.7567962,81.62497448,6.130310493,801.341348,Grapes
17,134,204,39.04071989,80.18393287,6.499604931,886.6160432,Grapes
25,130,197,39.70772192,82.68593454,5.554831977,898.980746,Grapes
27,145,205,9.467960445,82.29335466,5.800242694,792.3318263,Grapes
9,122,201,29.58748357,80.91934392,5.570290539,816.7700768,Grapes
16,139,203,17.82803682,80.96093443,6.27564088,790.1698516,Grapes
32,141,204,8.825674745,82.89753705,5.536645599,806.82918,Grapes
22,138,195,27.83487131,83.51444973,6.208196881,876.3459319,Grapes
31,144,202,11.02105378,80.55557235,5.870600622,818.8755793,Grapes
3,136,205,17.5862944,80.84806564,6.334771461,856.8785424,Grapes
28,122,197,19.89363946,82.73366439,5.856575335,835.9508179,Grapes
4,136,204,29.93707596,81.77713468,5.898944282,786.2735188,Grapes
39,145,201,36.73126647,80.58931938,5.775600435,866.9076965,Grapes
38,132,197,20.42094753,81.54185044,5.931101816,803.16788,Grapes
36,133,198,25.51939719,83.98351748,6.2286454,830.0737465,Grapes
25,121,201,30.50734778,82.71775569,5.594240603,840.9840455,Grapes
15,125,199,18.4269936,80.55625868,5.569230319,837.0881167,Grapes
24,140,205,12.087022,83.59398734,5.93202852,824.0176036,Grapes
13,132,203,23.60115364,82.48336987,6.423216506,878.8682102,Grapes
5,126,197,12.80000387,81.20876367,6.417500829,805.2527281,Grapes
30,120,200,38.06099482,82.24729637,6.234904253,788.4177859,Grapes
23,142,197,39.06555518,82.03812973,6.000573725,831.6927476,Grapes
26,135,203,33.78372897,81.16314317,5.685102769,894.4268809,Grapes
7,126,203,16.76201707,82.00335557,5.662140095,879.4455367,Grapes
32,139,198,35.89307536,82.66850729,6.358186848,798.4735871,Grapes
9,141,202,21.01245395,81.17931863,6.119495295,796.6137913,Grapes
20,142,196,10.89875873,80.01639435,6.207600783,824.3304476,Grapes
32,129,201,16.36251869,83.00471609,6.48754639,858.679858,Grapes
3,134,199,20.28370163,81.32235739,5.81717753,852.7933466,Grapes
38,138,204,25.11108456,83.25447587,6.325480034,876.1232195,Grapes
14,131,198,33.4641162,83.86742974,5.562790949,815.0645183,Grapes
20,122,204,11.7976469,80.86325389,6.487369687,780.8354983,Grapes
40,126,201,11.36300891,80.03100049,6.116982944,854.1947317,Grapes
36,128,204,25.23542319,80.68700527,5.695792761,804.4609066,Grapes
11,132,197,15.99050693,81.23966573,5.734317007,892.8238633,Grapes
0,137,195,22.4359017,80.18612085,6.329499832,784.7678016,Grapes
19,123,200,34.76086052,81.03544763,6.167013532,788.4516032,Grapes
31,136,197,31.11047251,83.34010951,5.653776058,857.1601898,Grapes
4,134,200,28.57828803,80.95628959,5.840256272,880.1078516,Grapes
39,139,201,41.18664903,81.01783402,5.539980812,824.2675079,Grapes
8,127,196,27.02766138,83.17093908,5.833302165,851.4799204,Grapes
39,138,203,21.19339319,82.33098331,6.399433771,895.5401905,Grapes
32,120,204,10.38004759,83.44518113,6.138958698,808.7008548,Grapes
12,142,203,31.3115978,82.56407013,5.972850838,780.1314374,Grapes
8,133,195,20.46657776,80.97598029,6.456079585,855.5776646,Grapes
8,139,199,29.36947679,81.53996362,6.336426667,793.6131376,Grapes
21,134,202,10.72302459,80.02130636,6.425419926,783.5785344,Grapes
40,140,195,14.97846952,80.49979873,6.294395676,859.612492,Grapes
39,127,202,15.3246651,81.67215994,6.477768039,859.2123599,Grapes
19,120,195,18.73932187,81.12109244,5.931538447,882.6969545,Grapes
21,139,201,19.3642553,83.36094029,5.980598579,805.8113689,Grapes
17,136,195,41.20733624,81.61051026,6.389783283,790.8272954,Grapes
33,139,203,33.34214482,82.51034633,5.693287415,848.1718337,Grapes
22,133,201,23.81995682,80.12211649,6.00299607,807.2878368,Grapes
32,130,196,40.66012294,81.24995984,6.372959542,888.3636067,Grapes
37,135,205,11.82768186,80.2827185,5.510924849,889.2270068,Grapes
15,140,195,13.28504331,83.54193816,5.69945282,789.6007205,Grapes
39,132,196,35.83089092,83.32560104,5.778594403,884.1581862,Grapes
40,121,199,26.18159716,81.03886263,6.315586313,792.7094038,Grapes
40,132,202,24.57558351,80.70695797,5.971813006,836.473356,Grapes
29,142,203,29.67229086,83.71498986,5.891195653,797.8188445,Grapes
32,121,199,39.37102553,81.25353895,6.129812716,888.9722093,Grapes
6,140,205,17.66558428,82.92903419,6.313085601,838.4055156,Grapes
8,120,196,24.06679352,82.66396666,6.053662544,837.822693,Grapes
34,133,202,15.31413469,80.09711412,5.804799142,897.8573584,Grapes
35,135,199,21.77466746,80.54942557,6.400719746,832.7556478,Grapes
16,145,199,26.91624843,80.76838926,5.953966361,831.7112622,Grapes
8,136,201,41.65602996,82.22118237,5.609255992,890.3597806,Grapes
25,129,195,17.98667801,81.17712085,5.777271492,868.4553227,Grapes
16,130,201,29.12033769,82.79092939,5.682395429,826.2036564,Grapes
39,129,203,34.38922481,83.18392806,5.863996687,852.3601867,Grapes
38,135,203,41.36106301,82.79782954,6.444373116,839.0528978,Grapes
33,120,205,35.12158265,82.26890793,5.550832178,836.5822189,Grapes
35,125,204,19.6491772,80.15215777,6.107741788,884.3435503,Grapes
1,132,200,16.27852801,82.94270065,5.620745638,798.8955371,Grapes
39,140,203,21.11903604,80.63399198,6.349875906,831.3335713,Grapes
28,145,202,19.2077707,82.9042841,6.484323189,801.973646,Grapes
6,128,200,25.96308415,82.57813624,5.838748311,843.8139176,Grapes
6,139,199,25.67385024,81.6212135,6.29099842,889.3103306,Grapes
29,122,196,41.94865736,81.15595212,5.638328481,876.8235542,Grapes
37,144,197,11.18994268,80.8084305,6.415555956,796.1081933,Grapes
38,120,197,17.5438296,82.94703302,6.323722572,885.2476493,Grapes
38,141,198,13.05809741,80.28297993,5.757009965,849.0760301,Grapes
14,121,203,9.724457611,83.74765639,6.158689406,893.5693378,Grapes
6,125,204,27.92004934,82.93262435,5.733539807,839.0511407,Grapes
32,138,197,9.535585543,80.73112694,5.908724337,833.2938205,Grapes
11,124,204,13.42988625,80.06633966,6.361141107,856.8051644,Grapes
23,138,200,9.851242629,80.22631717,5.96537863,821.1362933,Grapes
40,143,201,24.97256132,82.72828653,6.476757723,800.4019542,Grapes
6,142,202,27.23708304,82.94573346,6.224542938,845.1010676,Grapes
37,124,195,18.70679077,83.4795292,6.209928251,799.1573856,Grapes
35,134,204,9.949929082,82.55138983,5.841138354,792.0981061,Grapes
119,25,51,26.47330219,80.92254421,6.283818329,643.8891097,Watermelon
119,19,55,25.18780042,83.44621709,6.818261383,562.490506,Watermelon
105,30,50,25.29954705,81.77527562,6.37620108,684.4976468,Watermelon
114,8,50,24.74631269,88.30866319,6.581587932,695.4991373,Watermelon
93,22,52,26.58740671,81.32563243,6.932739726,502.5048034,Watermelon
80,26,55,24.53442564,88.989272,6.140099215,589.3942478,Watermelon
85,27,45,26.0713757,88.7285657,6.467095849,693.5583415,Watermelon
85,22,53,25.96534238,89.77076659,6.849471704,713.5606267,Watermelon
82,22,45,26.22338015,85.34866045,6.512196212,655.2191147,Watermelon
118,13,54,24.41311871,89.81574032,6.039584629,528.941217,Watermelon
83,25,53,26.49195283,80.04678201,6.057697106,692.7358988,Watermelon
86,15,47,24.04355803,84.18406764,6.423898762,645.4715947,Watermelon
101,10,47,25.5421695,83.31883376,6.936997681,690.881188,Watermelon
119,9,50,26.74550678,83.9195902,6.251286661,489.53166,Watermelon
104,17,46,25.7131428,80.22972777,6.190015912,517.0754192,Watermelon
95,12,51,25.76484262,84.1726996,6.681606702,530.6480297,Watermelon
102,14,52,26.79489868,89.64815231,6.51075991,692.891018,Watermelon
109,21,55,24.9004602,89.73524177,6.770278088,689.3930513,Watermelon
81,18,50,26.80750629,88.22874955,6.429788073,705.5866868,Watermelon
103,17,51,25.11189154,80.02621335,6.209888345,530.4788384,Watermelon
105,14,50,26.2148837,87.6883982,6.419052193,715.8708958,Watermelon
97,8,52,24.9103226,86.97190046,6.237861736,593.829083,Watermelon
120,19,49,25.79448878,84.26830701,6.762471629,677.4275042,Watermelon
95,16,55,25.26931156,87.55055105,6.612847999,481.5180505,Watermelon
83,29,52,25.76402693,87.5931128,6.704688865,552.6147274,Watermelon
83,9,45,25.85483596,89.13163965,6.049609892,562.2212346,Watermelon
91,21,50,24.33528185,81.44030363,6.762030215,579.8536354,Watermelon
116,5,54,25.37601283,80.99313508,6.65398725,686.7634165,Watermelon
112,28,54,24.86094646,85.05318563,6.738030547,663.5476217,Watermelon
88,29,51,24.71885473,88.94568335,6.095689937,581.5174352,Watermelon
118,15,45,24.21495706,84.20576992,6.538006356,576.1366178,Watermelon
92,21,48,25.81692236,82.043255,6.377427122,657.9556055,Watermelon
106,14,45,24.47018505,84.16390229,6.417011754,687.2127602,Watermelon
99,5,47,24.13078816,84.84494575,6.649086972,614.3364236,Watermelon
98,8,51,26.1793464,86.52258079,6.25933595,593.1661172,Watermelon
108,22,46,26.17668721,86.7295205,6.121168559,640.0181972,Watermelon
119,7,55,26.03867719,84.6378378,6.031424482,532.7920572,Watermelon
117,27,48,26.53259325,82.39053979,6.835268184,651.6792938,Watermelon
109,10,53,26.81938687,87.8274604,6.551750306,552.7432534,Watermelon
80,16,46,25.50405534,81.40297428,6.940236218,581.7399934,Watermelon
100,18,52,26.20234499,80.38266489,6.87606733,677.7530216,Watermelon
91,7,53,25.13735887,89.28272716,6.457216535,522.347702,Watermelon
86,6,53,25.92030221,83.47202566,6.921847888,505.2817819,Watermelon
107,5,52,26.6634609,89.98405233,6.881425746,688.9016598,Watermelon
103,16,49,24.06731461,81.64075303,6.915717008,621.0254881,Watermelon
101,20,48,24.6774157,82.75411437,6.206247494,684.6851296,Watermelon
85,25,47,26.11440416,87.64081095,6.29542477,701.7793013,Watermelon
84,7,51,26.81530456,87.65694462,6.399669044,668.8888298,Watermelon
102,28,54,25.15623099,80.27525115,6.862157042,665.9449744,Watermelon
98,25,52,25.2801372,83.15393658,6.224066378,591.5347931,Watermelon
97,25,50,26.22005978,80.90127035,6.093814669,589.0264724,Watermelon
90,16,45,24.92093261,80.61750795,6.291540278,606.6852976,Watermelon
95,12,46,26.21667586,81.01009354,6.32281728,655.8508315,Watermelon
82,23,49,26.81383586,87.21986949,6.873283991,620.459735,Watermelon
82,25,51,24.31334971,87.47409052,6.074209622,577.3498039,Watermelon
110,28,46,24.29105004,88.04541346,6.49889585,615.1255702,Watermelon
118,21,51,24.42998931,86.33904774,6.678805092,582.9890186,Watermelon
120,20,45,25.66576039,88.6984228,6.114128685,650.7266959,Watermelon
91,7,52,25.07803672,83.46230461,6.405054243,676.7955505,Watermelon
81,6,55,24.88910524,85.87059083,6.110142735,620.4838973,Watermelon
101,13,54,25.42900869,82.91481799,6.828982708,676.0973507,Watermelon
101,17,55,24.37118217,87.1269128,6.451499764,535.6689229,Watermelon
111,6,53,26.4930645,88.59143088,6.313512999,552.7658651,Watermelon
107,10,49,25.83202912,89.00481725,6.755192025,542.9628743,Watermelon
115,11,46,24.41592661,89.39655519,6.623167177,483.8594231,Watermelon
84,25,52,24.37190239,81.2514818,6.12532356,530.5079497,Watermelon
120,7,47,24.24782473,83.03687902,6.653867608,657.1891488,Watermelon
91,12,46,24.64458469,85.49938185,6.343942518,579.7462837,Watermelon
89,22,52,24.89681131,86.10782926,6.217300786,637.7551456,Watermelon
113,19,46,25.41864024,81.12122989,6.286387658,594.2784827,Watermelon
97,22,50,26.26028739,86.14585891,6.7698938,707.7454549,Watermelon
117,30,50,24.90123934,87.20772913,6.744966312,559.1048809,Watermelon
90,14,52,24.84740848,89.20454622,6.391858432,716.1512693,Watermelon
104,23,47,26.98212846,86.70068316,6.770434148,514.9550646,Watermelon
81,16,45,26.90435747,86.25426228,6.727468157,717.1176028,Watermelon
88,5,47,25.86475496,86.67468041,6.662244646,493.9865762,Watermelon
92,7,45,26.70607759,81.14149505,6.944640222,618.1240265,Watermelon
81,18,50,26.44019475,80.91934337,6.507110986,573.8217088,Watermelon
111,5,55,26.283443,84.42478917,6.520663422,609.4403674,Watermelon
108,23,51,26.84366082,83.85039964,6.106500787,482.743728,Watermelon
113,30,50,26.03967219,83.9862443,6.277484043,526.5254818,Watermelon
83,10,53,24.92994759,85.00802358,6.195142279,585.103135,Watermelon
101,11,51,25.50736962,84.24340241,6.792035575,530.4827964,Watermelon
114,21,55,25.4438391,87.9392312,6.472756256,690.1859623,Watermelon
99,6,45,26.12588914,86.5507939,6.000975617,488.5452089,Watermelon
92,20,55,25.10474753,87.5267616,6.587791262,711.1823333,Watermelon
92,7,48,26.27520631,86.63249555,6.956508826,652.6498194,Watermelon
91,24,55,26.27061608,83.09194521,6.259086583,561.2204999,Watermelon
110,21,54,26.73690828,87.82430156,6.747537642,569.5736423,Watermelon
112,25,51,25.04746944,85.5667282,6.932537231,680.6996012,Watermelon
89,25,54,24.69368934,85.56967628,6.353107393,587.9268994,Watermelon
100,10,53,24.54356968,84.60808277,6.211748957,504.0792301,Watermelon
83,22,54,25.89762315,81.96664832,6.277245254,653.9952068,Watermelon
95,14,50,26.6333118,84.31756844,6.560443519,675.8239391,Watermelon
119,30,49,25.35794749,80.45846265,6.903020221,572.6493894,Watermelon
97,12,47,25.28784623,89.63667876,6.765094964,699.4437197,Watermelon
110,7,45,26.63838589,84.69546874,6.189213927,579.8914331,Watermelon
96,18,50,25.3310446,84.30533791,6.904241707,498.3862439,Watermelon
83,23,55,26.89750174,83.89241484,6.463271076,527.6632494,Watermelon
120,24,47,26.98603693,89.4138489,6.260838965,702.5852024,Watermelon
115,17,55,27.57826922,94.11878202,6.776533055,336.9903841,Muskmelon
114,27,48,27.82054812,93.03555162,6.528404378,315.8886584,Muskmelon
101,25,52,29.09910406,94.22237826,6.750145572,270.2996792,Muskmelon
118,18,52,28.04943594,90.83130708,6.562832807,249.1467617,Muskmelon
95,26,45,29.91690582,94.55695552,6.117530021,337.9268696,Muskmelon
81,25,49,29.86895762,93.25103208,6.076459669,315.1491617,Muskmelon
117,24,53,29.17220859,92.21405224,6.293486295,255.6348566,Muskmelon
114,30,51,29.24908541,90.06998135,6.069171847,311.2195844,Muskmelon
113,6,52,27.76317235,90.35567642,6.740983646,302.5930936,Muskmelon
108,26,52,28.82629037,94.26765349,6.201797639,314.8606213,Muskmelon
81,30,48,28.52379742,92.09688432,6.041027474,358.4017662,Muskmelon
115,9,52,29.06785065,90.97685539,6.019372459,349.4336868,Muskmelon
83,7,45,29.08417927,90.73891887,6.704104127,303.9617086,Muskmelon
84,21,55,28.47090661,94.79453182,6.494251024,253.0180921,Muskmelon
109,26,45,28.27973674,90.38971208,6.224535449,259.0791008,Muskmelon
95,27,55,28.47212559,91.21322065,6.160414414,250.6344443,Muskmelon
119,5,55,29.68846716,94.30111601,6.168757984,322.0709814,Muskmelon
110,14,51,27.02415146,91.66737633,6.085444691,255.1241983,Muskmelon
82,18,48,29.09588297,94.16748386,6.159050816,320.4697594,Muskmelon
87,14,48,29.69238699,92.58862544,6.606033244,349.3231128,Muskmelon
85,9,53,28.20619412,92.86798698,6.447662945,345.4385418,Muskmelon
100,6,53,29.05248036,93.92217834,6.105909623,283.9944751,Muskmelon
107,12,46,29.57240298,93.61870344,6.559763394,330.8302345,Muskmelon
91,13,47,29.10968327,92.43510994,6.14410903,335.4722765,Muskmelon
102,25,50,28.20480805,92.91440379,6.099662369,244.3201373,Muskmelon
117,25,53,29.11858526,92.12543021,6.413927319,294.2424197,Muskmelon
85,21,52,29.62800691,90.10051615,6.075144116,284.3504113,Muskmelon
104,25,55,29.81196601,90.36881284,6.123802502,272.2519804,Muskmelon
102,24,54,27.72338349,90.93897939,6.698468621,273.8236136,Muskmelon
116,25,50,29.26092798,92.92367701,6.088885814,344.475322,Muskmelon
100,17,48,29.72791119,94.29753295,6.367800632,318.2836975,Muskmelon
110,25,54,28.91105641,90.78413842,6.425930938,281.327816,Muskmelon
104,25,51,28.96361426,93.88482153,6.469983276,282.7356208,Muskmelon
107,11,54,28.59052369,91.33617236,6.094016338,353.2809641,Muskmelon
98,26,52,27.33897716,90.69759008,6.150090899,344.2936602,Muskmelon
88,17,52,29.90415889,90.75284363,6.646962425,304.5394076,Muskmelon
87,25,46,27.42711692,90.02696201,6.379690748,261.0105288,Muskmelon
120,8,46,29.55657523,90.70937262,6.732834334,340.3842715,Muskmelon
95,13,46,29.84070774,93.76312893,6.126019932,279.3849406,Muskmelon
108,22,47,28.53545677,91.72742702,6.161123579,301.5480576,Muskmelon
82,13,52,27.11535046,94.86907886,6.442810053,318.2309738,Muskmelon
120,23,55,27.84492803,91.60666594,6.732049075,317.7413315,Muskmelon
110,22,47,29.03157242,91.82172592,6.243673725,299.2633505,Muskmelon
95,23,45,27.82424457,90.56698742,6.266208727,254.2817431,Muskmelon
106,10,49,27.72653142,92.00687531,6.350623739,242.5352096,Muskmelon
99,12,52,28.69708334,94.30759855,6.002927293,266.6168506,Muskmelon
106,20,51,29.73019662,90.97015715,6.342573112,245.8842743,Muskmelon
83,11,53,29.54097171,92.91778307,6.163921248,263.5836924,Muskmelon
117,19,55,28.80311922,91.78336933,6.121745389,301.9631869,Muskmelon
98,26,49,27.29035669,90.53330091,6.130160473,281.9442281,Muskmelon
113,20,48,27.46583649,94.87679041,6.440584681,327.3479816,Muskmelon
101,17,47,29.49401389,94.72981338,6.185053234,315.6985051,Muskmelon
98,7,45,27.79161808,92.51054946,6.157724816,322.2507149,Muskmelon
93,22,48,29.12533739,91.52291141,6.776987974,262.8528534,Muskmelon
95,21,47,27.93114233,93.56161439,6.431970877,247.9353403,Muskmelon
109,12,48,29.45771748,92.12534736,6.708743843,249.1454437,Muskmelon
118,12,47,27.96872279,92.17444796,6.010739645,347.3720339,Muskmelon
100,14,49,29.48882958,91.07574233,6.365956658,312.2291226,Muskmelon
89,9,47,29.47156259,90.77069618,6.668382766,345.027128,Muskmelon
95,16,46,27.0767265,90.14362622,6.74669542,293.4175776,Muskmelon
95,7,45,27.30008597,90.80015308,6.031665834,301.1381413,Muskmelon
87,6,45,29.82729394,90.79007335,6.40077205,274.1044307,Muskmelon
93,20,50,29.93061247,93.22980899,6.448792689,292.1777206,Muskmelon
84,29,49,29.94349168,93.90741192,6.251420275,244.6824604,Muskmelon
111,5,47,28.03306461,91.47355778,6.274452811,254.1509723,Muskmelon
111,5,52,29.8843055,94.0371147,6.135996372,252.0011856,Muskmelon
111,15,54,27.7058373,92.91185695,6.194090172,264.7448593,Muskmelon
89,11,47,29.78714005,94.65343534,6.327822962,334.3913304,Muskmelon
110,15,48,28.57819995,92.86597437,6.212567211,331.1846136,Muskmelon
95,30,52,29.48069921,90.33698678,6.640470863,312.4389216,Muskmelon
115,12,52,27.51492243,94.96218673,6.685553129,252.2155718,Muskmelon
120,25,50,28.05457761,94.81637388,6.327210469,262.1843194,Muskmelon
102,11,45,29.03167341,93.12603235,6.35544263,289.8709439,Muskmelon
94,5,55,28.5854649,91.89216849,6.085682344,322.6047086,Muskmelon
84,18,46,27.08808014,93.42402083,6.781050373,303.8591627,Muskmelon
107,22,54,27.99611732,90.84660317,6.630301421,259.4272516,Muskmelon
80,18,52,27.87317436,91.14849627,6.484799661,288.624951,Muskmelon
86,18,45,28.96586565,90.71832938,6.566759102,267.1005764,Muskmelon
113,28,48,28.87726019,92.48839665,6.170520518,293.312111,Muskmelon
115,18,53,29.17052093,94.19790371,6.012480351,264.8393357,Muskmelon
82,20,54,29.34033587,90.01506395,6.541150335,257.3439488,Muskmelon
98,22,47,29.07265321,91.91533173,6.341400922,346.0282034,Muskmelon
117,25,54,28.68275966,92.50969311,6.150686364,349.3425196,Muskmelon
83,15,49,28.92705913,91.39356832,6.438008153,278.4092023,Muskmelon
120,16,51,27.99901833,91.64193051,6.547041903,279.4341898,Muskmelon
111,5,50,27.59350075,91.79742953,6.399891457,298.1119348,Muskmelon
85,21,47,29.87331077,90.60932469,6.186770318,296.3664577,Muskmelon
90,23,54,28.55852465,90.45773041,6.159020864,327.1906015,Muskmelon
99,29,55,29.19378695,91.46241065,6.660954816,317.7888306,Muskmelon
102,11,47,27.98780984,92.78226196,6.504906979,325.7410841,Muskmelon
80,18,51,28.05380704,91.81758779,6.706053225,249.1898504,Muskmelon
87,21,52,27.3506296,94.2911951,6.067665498,326.5492825,Muskmelon
114,8,52,29.34081108,94.5513539,6.419083092,338.7489724,Muskmelon
99,6,46,28.61475136,94.22253035,6.39637861,347.8289027,Muskmelon
89,25,50,27.04863538,91.34685096,6.375923383,300.9776023,Muskmelon
96,13,55,29.5275305,94.57459443,6.700337732,253.6254826,Muskmelon
82,26,47,28.50416396,93.46806467,6.565312653,290.400869,Muskmelon
106,21,52,28.89578588,94.78993038,6.286515359,276.4350036,Muskmelon
90,15,52,27.04927452,91.3821731,6.448061578,283.8896953,Muskmelon
106,16,54,28.96017885,91.69532178,6.585872508,296.9498376,Muskmelon
24,128,196,22.75088787,90.69489172,5.521466996,1325.181426,Apple
7,144,197,23.8494014,94.34814995,6.133220586,1368.614994,Apple
14,128,205,22.60800988,94.58900601,6.226289556,1392.475904,Apple
8,120,201,21.18667419,91.13435689,6.321152192,1466.799876,Apple
20,129,201,23.41044706,91.69913296,5.587905967,1392.933517,Apple
32,137,204,22.86006627,93.12859895,5.824151693,1412.756071,Apple
27,139,205,22.48403042,93.40819246,5.772179946,1266.568352,Apple
0,123,205,22.02775403,92.96129462,5.790993052,1453.619011,Apple
22,144,196,21.91191314,91.68748063,6.499226821,1404.913532,Apple
1,124,199,23.71059131,93.27392415,5.658473817,1352.011907,Apple
30,122,197,21.37784654,92.72043743,5.573241391,1273.70042,Apple
29,121,196,22.84852833,94.32130209,6.079497202,1483.173412,Apple
13,126,204,23.1094265,92.79630809,6.383180271,1298.205504,Apple
9,139,199,23.25230817,94.54128292,5.867420996,1264.27009,Apple
0,133,200,23.67287749,90.4935574,5.708418722,1250.757634,Apple
30,143,199,23.76881552,90.59810302,5.7983508,1227.178255,Apple
36,140,198,23.34386401,91.47684705,6.28188384,1253.121589,Apple
37,137,199,22.63946441,90.18451645,5.697945522,1300.087055,Apple
33,121,203,22.45696744,94.76285385,5.605934087,1378.08927,Apple
7,144,195,22.96388477,93.58065995,5.85648105,1255.767583,Apple
35,128,205,21.07273439,93.56585985,6.041053829,1294.484418,Apple
29,128,198,22.44075021,92.70785115,5.685062404,1457.972797,Apple
2,143,196,22.71271308,90.45261746,5.669489065,1318.623116,Apple
34,140,198,21.70416965,93.44006288,5.751707342,1382.137675,Apple
29,144,204,22.43324518,92.48667725,5.800448951,1429.230227,Apple
32,141,203,21.25941052,92.84416234,5.821347769,1308.790165,Apple
13,144,197,22.9215706,94.89613443,6.28022267,1268.329853,Apple
25,143,198,22.81212536,91.51861705,6.027314401,1294.2627,Apple
9,137,200,21.12152071,90.6878768,5.636687393,1233.620644,Apple
6,144,198,21.11478672,90.31528693,5.559363609,1254.103942,Apple
37,126,196,23.59997268,90.97597665,5.596449493,1286.073829,Apple
2,120,203,23.12652652,94.71203306,5.893492999,1303.4542,Apple
11,143,197,22.98458907,93.3204487,5.875718516,1466.34298,Apple
10,141,201,22.12659387,90.97818277,6.386021424,1254.49473,Apple
24,142,202,22.53779727,91.48135786,5.710819862,1222.169722,Apple
23,138,195,22.49095104,91.70292746,5.795985716,1492.698121,Apple
18,125,204,22.35548159,94.47811755,6.046673619,1400.839513,Apple
13,121,196,22.20700989,93.50574163,6.443382913,1441.912525,Apple
26,122,202,22.44516988,94.73763514,5.617227184,1286.211928,Apple
28,123,202,22.76643029,92.12438519,6.442289294,1445.231939,Apple
26,121,201,22.19109412,90.02575116,6.162034371,1347.751954,Apple
21,137,196,23.6119202,91.70293849,5.812781806,1483.080986,Apple
21,135,198,23.86087054,94.92048112,5.765015126,1260.289595,Apple
5,144,205,21.42177231,92.62665309,6.184922574,1233.65479,Apple
2,123,205,22.36629253,90.78572467,5.739652177,1499.797942,Apple
15,133,199,23.99686172,91.61001707,5.824778636,1411.323498,Apple
31,130,198,21.80129837,92.73446667,5.554823557,1440.704005,Apple
25,143,200,23.80436344,92.80441624,6.024248787,1207.431052,Apple
16,143,204,23.71475278,91.53331177,5.631333387,1462.753998,Apple
19,122,202,23.34467359,90.37981478,5.811975094,1354.744819,Apple
10,125,196,22.31253665,90.03577124,5.730557448,1356.825786,Apple
20,139,202,23.50201428,92.21083961,5.66999105,1295.842739,Apple
28,123,198,23.46260321,91.45665004,5.682751473,1341.316074,Apple
28,136,200,23.06204373,92.39544055,6.245858905,1376.878921,Apple
2,131,199,22.47420512,91.22759742,6.017370134,1490.615639,Apple
2,140,197,22.69780133,92.82223419,5.53456749,1260.609881,Apple
27,138,201,23.66682067,93.90191078,5.952367662,1264.805701,Apple
30,127,204,22.50050273,92.45878335,6.126436584,1211.212684,Apple
32,145,203,23.83053666,90.84422164,6.406818518,1315.160149,Apple
29,139,205,23.64142354,93.74461474,6.155939453,1400.294611,Apple
26,126,195,21.41363812,92.99124545,5.878568981,1420.774878,Apple
40,136,202,22.85267372,94.5764581,5.935336308,1410.376831,Apple
6,124,200,22.98208095,93.84505029,5.971332179,1315.022704,Apple
35,138,200,21.19909519,90.80819418,5.67130617,1244.206706,Apple
17,136,196,23.87192332,90.49939035,5.882155988,1236.657713,Apple
33,134,205,21.0365275,94.33919546,6.08551916,1376.895281,Apple
16,143,197,22.61711614,93.51978375,5.90402645,1403.108119,Apple
27,120,200,21.45278675,90.74531921,6.110218826,1400.443898,Apple
29,145,205,22.81227579,92.12992101,6.212302608,1312.060262,Apple
3,141,197,21.98141856,91.12719303,6.142803397,1385.746978,Apple
15,123,204,22.52709326,92.54780429,6.365972688,1384.596082,Apple
5,136,195,22.35628673,91.92360477,6.264202804,1293.236896,Apple
10,136,204,21.19852186,92.15595143,6.276198595,1270.265221,Apple
7,141,195,23.8812458,93.45067555,5.514253142,1258.939996,Apple
2,129,201,22.78234161,94.36803516,5.682343744,1465.739939,Apple
29,138,197,22.19055385,92.43764169,5.830892252,1459.947313,Apple
30,137,200,22.91430043,90.70475565,5.603413172,1423.253574,Apple
29,132,204,23.08950736,90.22507299,6.0967531,1298.599921,Apple
14,139,197,21.72484506,92.83975602,6.056529526,1460.354113,Apple
18,125,203,22.44307715,91.59234006,6.160267496,1230.678968,Apple
33,143,204,21.1316077,91.95769858,5.814434775,1470.470335,Apple
40,144,196,22.71750705,92.25479855,5.987262638,1284.347839,Apple
9,143,197,23.75033085,92.88160462,5.570020684,1411.923392,Apple
38,135,203,23.76121837,93.661643,5.965551311,1209.911472,Apple
28,130,196,22.13450646,94.67695747,6.062356467,1355.043868,Apple
35,142,203,21.17089176,90.23730166,5.895319002,1483.794179,Apple
12,129,205,22.36238282,91.15761594,6.119432215,1424.19927,Apple
1,135,203,22.77856513,92.70124029,5.624203283,1365.311063,Apple
0,145,205,21.22503442,90.09877774,5.52078314,1367.712554,Apple
31,121,201,23.15791104,90.34396882,5.731535258,1328.554092,Apple
35,131,203,22.42776057,93.91722423,5.893490899,1232.676887,Apple
